Row ID,Order ID,Order Date,Date Key,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,Profit Margin %,Total Revenue,Profit Margin Category
1434,EMEA-2020-120768,2020-12-19,20201219,Adrian Abraham,Portugal,Lisboa,EMEA,EU-WEST,Microsoft,1066,Tech,SMB,FinanceHub,KJSITOK8X9,1819.86,14,0.0,163.7874,9.0,25478.039999999997,Low Profit
1435,AMER-2022-153129,2022-12-27,20221227,Liam Paige,Canada,Toronto,AMER,NAMER,Allianz,1080,Finance,SMB,Support,EUDK325VTE,33.9,5,0.0,15.594,46.0,169.5,High Profit
1436,AMER-2023-106852,2023-06-21,20230621,Katherine Graham,Mexico,Cabo San Lucas,AMER,LATAM,UnitedHealth Group,1092,Healthcare,SMB,Support,S9OFVTRC8J,31.104,6,0.2,10.8864,35.0,186.624,High Profit
1437,AMER-2023-106852,2023-06-21,20230621,Katherine Graham,Mexico,Cabo San Lucas,AMER,LATAM,UnitedHealth Group,1092,Healthcare,SMB,ChatBot Plugin,AFM2NIWW0X,5.248,2,0.2,0.5904,11.25,10.496,Medium Profit
1438,APJ-2021-139731,2021-10-15,20211015,Anne Lee,Japan,Fukuoka,APJ,JAPN,Oracle,1072,Tech,SMB,Data Smasher,ANYK0B2BA1,263.88,3,0.2,42.8805,16.25,791.64,Medium Profit
1439,APJ-2021-139731,2021-10-15,20211015,Anne Lee,Japan,Fukuoka,APJ,JAPN,Oracle,1072,Tech,SMB,FinanceHub,8MC4CX4RU7,2453.43,5,0.3,-350.49,-14.285714285714288,12267.15,Loss
1440,EMEA-2023-122735,2023-04-13,20230413,Zoe Ferguson,Norway,Oslo,EMEA,NOR,Cigna,1038,Healthcare,SMB,ContactMatcher,IVG6R3KGTR,29.7,5,0.0,13.365,45.0,148.5,High Profit
1441,EMEA-2023-122735,2023-04-13,20230413,Zoe Ferguson,Norway,Oslo,EMEA,NOR,Cigna,1038,Healthcare,SMB,Support,ATS14FLTF4,39.96,4,0.0,17.982,44.99999999999999,159.84,High Profit
1442,AMER-2023-128160,2023-12-20,20231220,Faith Robertson,United States,Los Angeles,AMER,NAMER,Anthem,1029,Healthcare,SMB,ContactMatcher,TOEP09HQQ5,36.672,2,0.2,11.46,31.250000000000007,73.344,High Profit
1443,EMEA-2023-117695,2023-08-06,20230806,Diana Black,Ireland,Dublin,EMEA,UKIR,Allstate,1003,Finance,Strategic,Support,YYGR193F1M,13.76,2,0.0,6.3296,46.0,27.52,High Profit
1444,EMEA-2021-166135,2021-10-01,20211001,Carol Greene,Russia,Moscow,EMEA,EU-EAST,Boeing,1014,Manufacturing,Strategic,Marketing Suite - Gold,MV2GQDT937,139.424,4,0.2,17.428,12.5,557.696,Medium Profit
1445,APJ-2022-133725,2022-05-24,20220524,Trevor Langdon,Australia,Sydney,APJ,ANZ,Target,1085,Retail,SMB,Site Analytics,WM4TKSE3Q7,1979.928,9,0.2,148.4946,7.5,17819.352000000003,Low Profit
1446,APJ-2023-102337,2023-06-14,20230614,Victoria Nash,Australia,Sydney,APJ,ANZ,BMW,1039,Manufacturing,Enterprise,Marketing Suite - Gold,ZTKAHFCGOU,164.736,4,0.2,-39.1248,-23.75,658.944,Loss
1447,APJ-2023-102337,2023-06-14,20230614,Victoria Nash,Australia,Sydney,APJ,ANZ,BMW,1039,Manufacturing,Enterprise,FinanceHub,56WE85Q00J,470.302,7,0.3,-87.3418,-18.571428571428573,3292.114,Loss
1448,APJ-2023-102337,2023-06-14,20230614,Victoria Nash,Australia,Sydney,APJ,ANZ,BMW,1039,Manufacturing,Enterprise,Site Analytics,OOV4457S9Y,47.984,2,0.2,5.998,12.5,95.968,Medium Profit
1449,EMEA-2020-112564,2020-04-23,20200423,Victor Walsh,France,Paris,EMEA,EU-WEST,Allianz,1080,Finance,Strategic,ContactMatcher,UR4LAK9168,2.502,3,0.7,-1.7514,-70.0,7.505999999999999,Loss
1450,AMER-2021-145821,2021-05-01,20210501,Gabrielle Ogden,United States,New York City,AMER,NAMER,Royal Dutch Shell,1031,Energy,Strategic,Site Analytics,RLS1BYC8H7,88.752,3,0.2,11.094,12.5,266.256,Medium Profit
1451,AMER-2021-160150,2021-07-19,20210719,Adam Davidson,Chile,Santiago,AMER,LATAM,Amazon,1004,Tech,SMB,ContactMatcher,35O896SC4L,2.025,1,0.7,-1.35,-66.66666666666667,2.025,Loss
1452,EMEA-2022-133711,2022-11-27,20221127,Sonia Hardacre,Portugal,Lisboa,EMEA,EU-WEST,AmerisourceBergen,1007,Healthcare,Strategic,Support,CUN5BBY8DU,70.98,7,0.0,34.7802,49.0,496.86,High Profit
1453,EMEA-2022-133711,2022-11-27,20221127,Sonia Hardacre,Portugal,Lisboa,EMEA,EU-WEST,AmerisourceBergen,1007,Healthcare,Strategic,ContactMatcher,1OTS63NRHR,91.68,3,0.0,45.84,50.0,275.04,High Profit
1454,EMEA-2022-133711,2022-11-27,20221127,Sonia Hardacre,Portugal,Lisboa,EMEA,EU-WEST,AmerisourceBergen,1007,Healthcare,Strategic,ContactMatcher,CUM6NFGJ7K,33.75,5,0.0,16.875,50.0,168.75,High Profit
1455,EMEA-2022-133711,2022-11-27,20221127,Sonia Hardacre,Portugal,Lisboa,EMEA,EU-WEST,AmerisourceBergen,1007,Healthcare,Strategic,Big Ol Database,RBTYFEZ3TS,3040.0,8,0.0,1459.2,48.00000000000001,24320.0,High Profit
1456,EMEA-2023-148474,2023-06-13,20230613,Andrea Hughes,Finland,Helsinki,EMEA,NOR,Royal Dutch Shell,1031,Energy,Enterprise,ContactMatcher,J5BZOP4JEF,91.2,3,0.0,41.952,46.0,273.6,High Profit
1457,EMEA-2023-148474,2023-06-13,20230613,Andrea Hughes,Finland,Helsinki,EMEA,NOR,Royal Dutch Shell,1031,Energy,Enterprise,ContactMatcher,KOQ7ZLR6NR,452.94,3,0.0,67.941,15.0,1358.82,Medium Profit
1458,APJ-2021-111297,2021-08-17,20210817,Carol Greene,South Korea,Daegu,APJ,APAC,Boeing,1014,Manufacturing,Strategic,ContactMatcher,KDXS6DL9EU,52.2,9,0.0,23.49,44.99999999999999,469.8,High Profit
1459,APJ-2022-123722,2022-09-26,20220926,Audrey Alsop,Japan,Tokyo,APJ,JAPN,Trafigura Group,1100,Finance,Strategic,FinanceHub,Q95Z3E4MLW,15.936,4,0.2,5.1792,32.5,63.744,High Profit
1460,EMEA-2020-155271,2020-05-04,20200504,Adrian Hunter,Saudi Arabia,Dhahran,EMEA,MEA,Engie,1062,Energy,SMB,SaaS Connector Pack,TG98BNT7O4,27.46,2,0.0,9.8856,36.0,54.92,High Profit
1461,AMER-2021-119907,2021-12-01,20211201,Diana Bell,Canada,Toronto,AMER,NAMER,Sprint Nextel,1081,Communications,SMB,ContactMatcher,M4530CVDFY,55.424,2,0.2,19.3984,35.0,110.848,High Profit
1462,AMER-2022-128902,2022-03-12,20220312,Ella Springer,Argentina,Buenos Aires,AMER,LATAM,Mitsubishi,1050,Manufacturing,SMB,ContactMatcher,ELIGHY2I4V,244.006,2,0.3,-31.3722,-12.857142857142856,488.012,Loss
1463,APJ-2022-152289,2022-08-27,20220827,Karen Mathis,Japan,Tokyo,APJ,JAPN,Pemex,1058,Energy,Strategic,Data Smasher,PKNR09J81N,159.984,2,0.2,43.9956,27.500000000000004,319.968,Medium Profit
1464,APJ-2022-152289,2022-08-27,20220827,Karen Mathis,Japan,Tokyo,APJ,JAPN,Pemex,1058,Energy,Strategic,FinanceHub,E0PCHGHBQD,1024.716,6,0.3,-29.2776,-2.857142857142857,6148.295999999999,Loss
1465,EMEA-2022-104794,2022-12-17,20221217,William May,United Kingdom,London,EMEA,UKIR,AT&T,1010,Communications,Strategic,Storage,NK4HJ5JX5T,3.68,2,0.0,1.8032,48.99999999999999,7.36,High Profit
1466,AMER-2020-151708,2020-08-08,20200808,Tracey Knox,Chile,Santiago,AMER,LATAM,Gazprom,1027,Energy,SMB,SaaS Connector Pack,82YL02NIO8,121.376,4,0.2,-3.0344,-2.5,485.504,Loss
1467,AMER-2020-151708,2020-08-08,20200808,Tracey Knox,Chile,Santiago,AMER,LATAM,Gazprom,1027,Energy,SMB,Data Smasher,024IQXOUEO,95.976,3,0.2,-10.7973,-11.25,287.928,Loss
1468,EMEA-2021-100769,2021-05-16,20210516,David Lee,Germany,Berlin,EMEA,EU-WEST,BMW,1039,Manufacturing,Enterprise,Data Smasher,O4E9BNYGH9,255.968,4,0.2,31.996,12.5,1023.872,Medium Profit
1469,AMER-2023-139199,2023-12-10,20231210,Elizabeth Young,Brazil,São Paulo,AMER,LATAM,Procter & Gamble,1077,Consumer Products,Strategic,FinanceHub,O5HVX1NYF1,872.94,3,0.0,226.9644,26.0,2618.82,Medium Profit
1470,AMER-2023-139199,2023-12-10,20231210,Elizabeth Young,Brazil,São Paulo,AMER,LATAM,Procter & Gamble,1077,Consumer Products,Strategic,ContactMatcher,3H9H06Z0BU,41.54,2,0.0,19.5238,47.0,83.08,High Profit
1471,AMER-2023-139199,2023-12-10,20231210,Elizabeth Young,Brazil,São Paulo,AMER,LATAM,Procter & Gamble,1077,Consumer Products,Strategic,Support,NHSBZ1RCZA,12.96,2,0.0,6.2208,47.99999999999999,25.92,High Profit
1472,EMEA-2021-161466,2021-09-24,20210924,Gavin Mitchell,France,Paris,EMEA,EU-WEST,Sony,1028,Tech,Strategic,ChatBot Plugin,ETIIIH2I1F,6.848,2,0.2,0.5992,8.75,13.696,Low Profit
1473,AMER-2023-164959,2023-07-12,20230712,Brandon Kerr,United States,New York City,AMER,NAMER,J.P. Morgan Chase & Co.,1054,Finance,Strategic,FinanceHub,XW6875K3U6,8.67,3,0.0,4.0749,47.0,26.009999999999998,High Profit
1474,APJ-2021-105676,2021-12-01,20211201,Amy Edmunds,Japan,Tokyo,APJ,JAPN,Goldman Sachs Group,1042,Finance,SMB,SaaS Connector Pack,YGHGZXK0C3,6.688,4,0.6,-4.0128,-60.00000000000001,26.752,Loss
1475,EMEA-2022-113138,2022-11-20,20221120,Alexander Wallace,United Kingdom,Manchester,EMEA,UKIR,Ford Motor,1009,Manufacturing,Enterprise,ChatBot Plugin,XX4UKXTNA7,17.28,6,0.0,5.0112,28.999999999999996,103.68,Medium Profit
1476,EMEA-2022-113138,2022-11-20,20221120,Alexander Wallace,United Kingdom,Manchester,EMEA,UKIR,Ford Motor,1009,Manufacturing,Enterprise,ContactMatcher,CAAV0QFI48,17.712,3,0.2,6.4206,36.25000000000001,53.135999999999996,High Profit
1477,EMEA-2023-104955,2023-03-20,20230320,Edward Mathis,United Kingdom,London,EMEA,UKIR,Airbus,1030,Manufacturing,Enterprise,FinanceHub,FJM580LZUQ,28.91,7,0.0,13.2986,46.0,202.37,High Profit
1478,EMEA-2022-121958,2022-11-14,20221114,Faith Campbell,Sweden,Uppsala,EMEA,NOR,Allstate,1003,Finance,SMB,Support,VXDCM66ZHJ,52.136,7,0.2,5.8653,11.25,364.952,Medium Profit
1479,AMER-2023-121468,2023-11-20,20231120,Jan Watson,United States,Dallas,AMER,NAMER,Valero Energy,1093,Energy,SMB,Site Analytics,JITW9OY6OJ,31.968,4,0.2,2.3976,7.500000000000001,127.872,Low Profit
1480,AMER-2022-108455,2022-12-03,20221203,Ryan Oliver,United States,Los Angeles,AMER,NAMER,CVS Health,1026,Retail,SMB,Support,5G6NTI3DHD,25.92,4,0.0,12.4416,47.99999999999999,103.68,High Profit
1481,AMER-2022-108455,2022-12-03,20221203,Ryan Oliver,United States,Los Angeles,AMER,NAMER,CVS Health,1026,Retail,SMB,Support,WRGHHC4TTN,40.46,7,0.0,19.8254,48.99999999999999,283.22,High Profit
1482,AMER-2022-108455,2022-12-03,20221203,Ryan Oliver,United States,Los Angeles,AMER,NAMER,CVS Health,1026,Retail,SMB,Marketing Suite - Gold,LZN61BC5JV,33.87,3,0.0,8.8062,26.0,101.60999999999999,Medium Profit
1483,EMEA-2023-101210,2023-08-26,20230826,Rose Smith,South Africa,Cape Town,EMEA,MEA,Itochu,1032,Finance,SMB,ChatBot Plugin,L694Q05RY4,9.728,2,0.2,1.7024,17.5,19.456,Medium Profit
1484,EMEA-2023-101210,2023-08-26,20230826,Rose Smith,South Africa,Cape Town,EMEA,MEA,Itochu,1032,Finance,SMB,Support,H5IAKBVZ5G,3.424,1,0.2,1.07,31.25,3.424,High Profit
1485,AMER-2022-108098,2022-10-15,20221015,Christopher James,Canada,Toronto,AMER,NAMER,Allstate,1003,Finance,Strategic,Data Smasher,L4VV8RL3YD,177.0,3,0.0,30.09,17.0,531.0,Medium Profit
1486,EMEA-2020-119032,2020-11-27,20201127,Leonard Dyer,United Kingdom,London,EMEA,UKIR,Ford Motor,1009,Manufacturing,SMB,Storage,FQQPJU1SYC,3.76,2,0.0,1.316,35.0,7.52,High Profit
1487,AMER-2021-140410,2021-11-03,20211103,Harry Buckland,United States,New York City,AMER,NAMER,News Corp.,1071,Misc,Enterprise,Site Analytics,8R2JWA9L4E,1212.848,7,0.2,106.1242,8.75,8489.936,Low Profit
1488,AMER-2021-140410,2021-11-03,20211103,Harry Buckland,United States,New York City,AMER,NAMER,News Corp.,1071,Misc,Enterprise,Data Smasher,0650XJKHAW,89.97,3,0.0,37.7874,42.0,269.90999999999997,High Profit
1489,AMER-2021-140410,2021-11-03,20211103,Harry Buckland,United States,New York City,AMER,NAMER,News Corp.,1071,Misc,Enterprise,SaaS Connector Pack,N8LWFZHF86,42.6,3,0.0,16.614,39.0,127.80000000000001,High Profit
1490,EMEA-2020-136280,2020-11-29,20201129,Brian Hunter,France,Paris,EMEA,EU-WEST,Walt Disney,1097,Communications,SMB,FinanceHub,QYP83OL683,5.04,2,0.2,1.764,35.0,10.08,High Profit
1491,EMEA-2023-151911,2023-05-01,20230501,Richard Carr,United Kingdom,London,EMEA,UKIR,Petrobras,1018,Energy,Strategic,SaaS Connector Pack - Gold,S5GLS19OO4,62.96,4,0.0,28.332,45.0,251.84,High Profit
1492,EMEA-2023-166436,2023-11-25,20231125,Olivia Graham,United Kingdom,London,EMEA,UKIR,Phillips 66,1056,Energy,Strategic,Support,LXK6XE3GIC,5.88,1,0.0,2.8812,49.00000000000001,5.88,High Profit
1493,EMEA-2023-166436,2023-11-25,20231125,Olivia Graham,United Kingdom,London,EMEA,UKIR,Phillips 66,1056,Energy,Strategic,FinanceHub,0JPVR763F0,977.292,6,0.1,173.7408,17.77777777777778,5863.752,Medium Profit
1494,AMER-2023-139661,2023-10-31,20231031,Andrew Lewis,Canada,Ottawa,AMER,NAMER,PepsiCo,1073,Consumer Products,Strategic,SaaS Connector Pack,WMLDJ4A1AL,9.64,2,0.0,3.6632,37.99999999999999,19.28,High Profit
1495,EMEA-2020-123925,2020-12-17,20201217,Joe Hughes,Finland,Helsinki,EMEA,NOR,J.P. Morgan Chase & Co.,1054,Finance,SMB,ChatBot Plugin,1CGQ6DKNPD,40.05,3,0.0,11.214,28.000000000000004,120.14999999999999,Medium Profit
1496,APJ-2023-152485,2023-09-05,20230905,Una Poole,Japan,Tokyo,APJ,JAPN,Exxon Mobil,1034,Energy,SMB,ChatBot Plugin,2J6JB85A1P,10.192,7,0.2,3.185,31.25,71.344,High Profit
1497,APJ-2023-152485,2023-09-05,20230905,Una Poole,Japan,Tokyo,APJ,JAPN,Exxon Mobil,1034,Energy,SMB,Marketing Suite - Gold,3XXLNXTXRQ,16.784,1,0.2,-0.2098,-1.25,16.784,Loss
1498,APJ-2023-152485,2023-09-05,20230905,Una Poole,Japan,Tokyo,APJ,JAPN,Exxon Mobil,1034,Energy,SMB,ChatBot Plugin,9EPV6Z7UDD,13.12,5,0.2,3.772,28.749999999999996,65.6,Medium Profit
1499,AMER-2022-141586,2022-10-18,20221018,Sean Bower,United States,Los Angeles,AMER,NAMER,HonHai Precision Industry,1033,Tech,Enterprise,ContactMatcher,EBF7HE3I1Y,18.16,5,0.2,6.583,36.25,90.8,High Profit
1500,APJ-2023-130386,2023-11-13,20231113,Rachel Cornish,Japan,Chiba,APJ,JAPN,Volkswagen,1046,Manufacturing,SMB,Support,P1FEM3KMBB,16.056,3,0.2,5.8203,36.24999999999999,48.168000000000006,High Profit
1501,APJ-2023-130386,2023-11-13,20231113,Rachel Cornish,Japan,Chiba,APJ,JAPN,Volkswagen,1046,Manufacturing,SMB,Support,TN5ZE9RS46,223.056,9,0.2,69.705,31.25,2007.5040000000001,High Profit
1502,APJ-2023-130386,2023-11-13,20231113,Rachel Cornish,Japan,Chiba,APJ,JAPN,Volkswagen,1046,Manufacturing,SMB,Marketing Suite - Gold,BAGO7MF5J9,540.048,3,0.2,-47.2542,-8.75,1620.144,Loss
1503,AMER-2022-100468,2022-11-25,20221125,Samantha Piper,United States,New York City,AMER,NAMER,Fannie Mae,1035,Finance,Enterprise,Site Analytics,U5EI7JWCV9,33.52,2,0.2,3.352,10.0,67.04,Low Profit
1504,AMER-2022-100468,2022-11-25,20221125,Samantha Piper,United States,New York City,AMER,NAMER,Fannie Mae,1035,Finance,Enterprise,SaaS Connector Pack,VCPBVLPBNX,9.94,2,0.0,3.0814,31.0,19.88,High Profit
1505,AMER-2021-153388,2021-08-01,20210801,Ella Hart,United States,New York City,AMER,NAMER,BNP Paribas,1065,Finance,Enterprise,ChatBot Plugin,IFBESAOB3V,6.72,4,0.0,3.36,50.0,26.88,High Profit
1506,AMER-2021-153388,2021-08-01,20210801,Ella Hart,United States,New York City,AMER,NAMER,BNP Paribas,1065,Finance,Enterprise,ContactMatcher,L1XTT9TFRI,1004.976,6,0.2,-175.8708,-17.5,6029.856,Loss
1507,EMEA-2023-154935,2023-12-25,20231225,Sophie Murray,United Kingdom,London,EMEA,UKIR,Alphabet,1053,Tech,SMB,ContactMatcher,ABX3GM8I8I,17.88,3,0.2,5.5875,31.250000000000007,53.64,High Profit
1508,EMEA-2022-134208,2022-09-18,20220918,Faith Campbell,Finland,Helsinki,EMEA,NOR,Allstate,1003,Finance,SMB,Big Ol Database,2ZGV2RDYLF,396.0,4,0.0,190.08,48.00000000000001,1584.0,High Profit
1509,AMER-2023-108294,2023-12-11,20231211,Victor Short,Costa Rica,San José,AMER,LATAM,Prudential Financial,1078,Finance,Enterprise,ContactMatcher,X3R1B8J7UG,34.5,3,0.0,15.525,45.0,103.5,High Profit
1510,AMER-2023-103611,2023-09-13,20230913,Liam Murray,United States,New York City,AMER,NAMER,American Express,1005,Finance,SMB,SaaS Connector Pack,UAX7KK2PXJ,8.36,2,0.0,3.0096,36.0,16.72,High Profit
1511,AMER-2023-100384,2023-06-25,20230625,Audrey Alsop,United States,Phoenix,AMER,NAMER,Trafigura Group,1100,Finance,Strategic,ChatBot Plugin,19SCFUOLNL,385.6,8,0.0,111.824,28.999999999999996,3084.8,Medium Profit
1512,AMER-2023-100384,2023-06-25,20230625,Audrey Alsop,United States,Phoenix,AMER,NAMER,Trafigura Group,1100,Finance,Strategic,ChatBot Plugin,2B3NNDTAQS,35.82,9,0.0,11.8206,33.0,322.38,High Profit
1513,APJ-2023-112809,2023-08-19,20230819,Faith Jones,Japan,Aichi,APJ,JAPN,Sony,1028,Tech,SMB,Marketing Suite - Gold,MKMDQCTUXM,200.064,3,0.2,12.504,6.25,600.192,Low Profit
1514,APJ-2023-112809,2023-08-19,20230819,Faith Jones,Japan,Aichi,APJ,JAPN,Sony,1028,Tech,SMB,ContactMatcher,HQ5I8IJN8F,21.38,5,0.8,-33.139,-155.00000000000003,106.89999999999999,Loss
1515,APJ-2023-112809,2023-08-19,20230819,Faith Jones,Japan,Aichi,APJ,JAPN,Sony,1028,Tech,SMB,ContactMatcher,H9EKQV438D,6.744,4,0.8,-11.4648,-170.00000000000003,26.976,Loss
1516,EMEA-2023-160759,2023-12-12,20231212,Emma Greene,France,Paris,EMEA,EU-WEST,FedEx,1036,Transportation,SMB,FinanceHub,XV30PE34CX,63.686,1,0.3,-9.098,-14.285714285714288,63.686,Loss
1517,EMEA-2023-148446,2023-12-11,20231211,Joan Dickens,Israel,Tel Aviv,EMEA,EU-EAST,Allstate,1003,Finance,SMB,ContactMatcher,68CWYFE7DR,1669.6,4,0.0,116.872,7.000000000000001,6678.4,Low Profit
1518,AMER-2020-111059,2020-02-04,20200204,Dan Allan,Canada,Toronto,AMER,NAMER,Johnson & Johnson,1055,Healthcare,SMB,ContactMatcher,SD9I5XRF5R,83.84,2,0.2,27.248,32.5,167.68,High Profit
1519,AMER-2020-111059,2020-02-04,20200204,Dan Allan,Canada,Toronto,AMER,NAMER,Johnson & Johnson,1055,Healthcare,SMB,ContactMatcher,BD2ELH74HB,13.272,3,0.2,4.3134,32.49999999999999,39.816,High Profit
1520,AMER-2023-116204,2023-02-12,20230212,Evan Terry,United States,Los Angeles,AMER,NAMER,Tyson Foods,1088,Consumer Products,Strategic,ContactMatcher,6ZV6EF3W3S,21.336,7,0.2,7.7343,36.25000000000001,149.35199999999998,High Profit
1521,APJ-2023-109946,2023-04-17,20230417,Jack Hughes,Australia,Sydney,APJ,ANZ,Valero Energy,1093,Energy,Enterprise,ChatBot Plugin,0J1ZRYN6KJ,16.52,5,0.2,2.065,12.5,82.6,Medium Profit
1522,AMER-2021-144806,2021-12-06,20211206,Una Avery,Chile,Santiago,AMER,LATAM,Ford Motor,1009,Manufacturing,SMB,SaaS Connector Pack,S589Y7F5JO,206.112,6,0.2,48.9516,23.75,1236.672,Medium Profit
1523,AMER-2021-144806,2021-12-06,20211206,Una Avery,Chile,Santiago,AMER,LATAM,Ford Motor,1009,Manufacturing,SMB,Support,AZDI65NCTU,19.92,5,0.2,6.723,33.75,99.60000000000001,High Profit
1524,AMER-2021-144806,2021-12-06,20211206,Una Avery,Chile,Santiago,AMER,LATAM,Ford Motor,1009,Manufacturing,SMB,Support,K9Q129XOFN,198.272,8,0.2,61.96,31.25,1586.176,High Profit
1525,AMER-2021-144806,2021-12-06,20211206,Una Avery,Chile,Santiago,AMER,LATAM,Ford Motor,1009,Manufacturing,SMB,Marketing Suite - Gold,LHPLDBH55K,247.104,6,0.2,-58.6872,-23.75,1482.624,Loss
1526,AMER-2021-144806,2021-12-06,20211206,Una Avery,Chile,Santiago,AMER,LATAM,Ford Motor,1009,Manufacturing,SMB,ChatBot Plugin,YNY4IVYUA4,86.304,6,0.2,9.7092,11.249999999999998,517.8240000000001,Medium Profit
1527,EMEA-2022-122392,2022-07-23,20220723,Blake Fraser,France,Nice,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,SMB,ChatBot Plugin,5MU6QSQKTD,4.16,2,0.2,0.364,8.75,8.32,Low Profit
1528,EMEA-2022-122392,2022-07-23,20220723,Blake Fraser,France,Nice,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,SMB,SaaS Connector Pack,83MVNQBBEV,11.648,2,0.2,3.3488,28.750000000000004,23.296,Medium Profit
1529,APJ-2021-148432,2021-11-07,20211107,Jonathan Marshall,Philippines,Manila,APJ,APAC,Royal Dutch Shell,1031,Energy,Strategic,Storage,Z37B9W3UH0,26.18,7,0.0,0.5236,1.9999999999999998,183.26,Low Profit
1530,APJ-2021-148432,2021-11-07,20211107,Jonathan Marshall,Philippines,Manila,APJ,APAC,Royal Dutch Shell,1031,Energy,Strategic,Support,ER1IHWQBVF,7.3,2,0.0,3.431,47.0,14.6,High Profit
1531,EMEA-2021-103793,2021-03-26,20210326,Sam Rampling,Germany,Hamburg,EMEA,EU-WEST,Aviva,1006,Finance,Strategic,Support,0J2QXY7B44,74.352,3,0.2,23.235,31.25,223.056,High Profit
1532,AMER-2023-159884,2023-09-01,20230901,Caroline Burgess,Chile,Puente Alto,AMER,LATAM,J.P. Morgan Chase & Co.,1054,Finance,SMB,Marketing Suite - Gold,5FEWRD7E86,10.744,1,0.2,0.8058,7.5,10.744,Low Profit
1533,AMER-2023-159884,2023-09-01,20230901,Caroline Burgess,Chile,Puente Alto,AMER,LATAM,J.P. Morgan Chase & Co.,1054,Finance,SMB,Storage,G00BM68E2N,8.376,3,0.2,2.7222,32.5,25.128,High Profit
1534,EMEA-2022-139885,2022-12-05,20221205,Dominic Hill,United Kingdom,London,EMEA,UKIR,Siemens,1043,Manufacturing,Strategic,Marketing Suite - Gold,VN19TLSWML,212.88,6,0.0,0.0,0.0,1277.28,Low Profit
1535,AMER-2023-124086,2023-02-11,20230211,Alexandra Sharp,United States,Columbia,AMER,NAMER,Caterpillar,1016,Manufacturing,Enterprise,Marketing Suite,NB97UPK3N9,203.983,2,0.15,16.7986,8.235294117647058,407.966,Low Profit
1536,AMER-2022-112389,2022-10-30,20221030,Frank Ball,Argentina,Mendoza,AMER,LATAM,Carrefour,1048,Retail,Strategic,Marketing Suite - Gold,XFYTDESGXQ,40.74,3,0.0,0.4074,0.9999999999999999,122.22,Low Profit
1537,AMER-2022-112389,2022-10-30,20221030,Frank Ball,Argentina,Mendoza,AMER,LATAM,Carrefour,1048,Retail,Strategic,OneView,14BKSRV35N,11.67,3,0.0,3.0342,26.0,35.01,Medium Profit
1538,APJ-2023-121888,2023-09-16,20230916,Emma Thomson,South Korea,Seoul,APJ,APAC,Oracle,1072,Tech,SMB,Site Analytics,9IWVHD7D4J,39.99,1,0.0,11.5971,28.999999999999996,39.99,Medium Profit
1539,APJ-2023-121888,2023-09-16,20230916,Emma Thomson,South Korea,Seoul,APJ,APAC,Oracle,1072,Tech,SMB,ChatBot Plugin,A31AD7O9E4,16.28,2,0.0,6.512,40.0,32.56,High Profit
1540,APJ-2023-121888,2023-09-16,20230916,Emma Thomson,South Korea,Seoul,APJ,APAC,Oracle,1072,Tech,SMB,Marketing Suite,8N2IFD9U9R,782.94,3,0.0,203.5644,26.0,2348.82,Medium Profit
1541,APJ-2023-121888,2023-09-16,20230916,Emma Thomson,South Korea,Seoul,APJ,APAC,Oracle,1072,Tech,SMB,ContactMatcher,NZ6B5BX5KC,242.48,7,0.0,116.3904,48.00000000000001,1697.36,High Profit
1542,AMER-2020-166884,2020-03-11,20200311,Evan Ince,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,SMB,SaaS Connector Pack,Z2DXU4EX9V,8.32,5,0.2,2.288,27.499999999999996,41.6,Medium Profit
1543,AMER-2020-166884,2020-03-11,20200311,Evan Ince,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,SMB,Storage,2XXKJ5DYEH,10.464,6,0.2,1.7004,16.249999999999996,62.784000000000006,Medium Profit
1544,AMER-2020-107181,2020-02-05,20200205,Audrey Young,United States,Seattle,AMER,NAMER,Kroger,1057,Retail,Enterprise,ContactMatcher,Z3QBMEEBQK,82.896,3,0.2,29.0136,35.0,248.688,High Profit
1545,AMER-2020-107181,2020-02-05,20200205,Audrey Young,United States,Seattle,AMER,NAMER,Kroger,1057,Retail,Enterprise,Support,ODSJQ1C8GB,34.24,4,0.0,16.0928,47.0,136.96,High Profit
1546,EMEA-2020-150245,2020-12-31,20201231,Melanie Chapman,United Kingdom,Bristol,EMEA,UKIR,Wells Fargo,1099,Finance,Strategic,Marketing Suite,ICZGINXPX1,1573.488,7,0.2,196.686,12.5,11014.416000000001,Medium Profit
1547,APJ-2021-111395,2021-11-23,20211123,Gordon Chapman,Japan,Osaka,APJ,JAPN,Itochu,1032,Finance,Strategic,Support,NPSBYN15JG,335.52,4,0.2,117.432,35.0,1342.08,High Profit
1548,APJ-2021-111395,2021-11-23,20211123,Gordon Chapman,Japan,Osaka,APJ,JAPN,Itochu,1032,Finance,Strategic,ContactMatcher,LXE96ON4BS,23.912,2,0.8,-40.6504,-170.0,47.824,Loss
